mixture_id,Intensities
Bushdid_191,"[50.2006041, 42.11011914, 52.22203237, 45.90627815, 56.34878391, 54.51680659, 58.19243181, 58.38337592, 58.62542716, 29.36251527, 53.67649544, 58.6835805, 60.34060883, 53.3810236, 60.2949935, 61.67682969, 61.65634929, 63.83652613, 59.88999604, 61.82568494, 36.80477692, 51.1694032, 57.09673961, 43.1884141, 39.22971341, 57.25326379, 64.24854996, 28.94872287, 54.68290549, 51.23769842]"
Bushdid_192,"[50.60712449, 63.70655912, 56.36771811, 60.39263261, 54.04042441, 61.44496572, 57.54129348, 37.66383204, 61.08198948, 60.13376532, 57.67809933, 51.91373756, 54.12642172, 40.51733074, 48.53668158, 57.7690685, 60.94017857, 50.84101279, 55.29786583, 55.95758643, 50.43448304, 35.49432741, 47.88622803, 44.22753896, 48.76465378, 63.62171398, 58.02777571, 60.99529741, 60.3600245]"
Bushdid_193,"[60.13376532, 56.25057098, 61.67682969, 56.34878391, 58.60072414, 57.21506651, 50.60712449, 52.426179, 40.68001783, 54.12642172]"
Bushdid_194,"[58.19243181, 45.90627815, 51.1694032, 59.22462437, 64.76946624, 61.14577932, 53.65731884, 63.33591285, 50.31448701, 62.96973557]"
Bushdid_195,"[37.66383204, 56.90300202, 28.94872287, 26.90818113, 57.61695824, 44.22753896, 43.24368151, 58.3392051, 59.87709184, 53.3810236, 50.60712449, 60.2949935, 37.17358733, 63.33591285, 69.36706607, 49.95189478, 39.22971341, 52.426179, 56.36771811, 55.81449629, 56.46923902, 64.98042061, 54.12642172, 51.38849123, 57.54129348, 64.76946624, 60.34060883, 61.44496572, 61.08198948, 53.65731884]"
Bushdid_196,"[37.66383204, 56.90300202, 28.94872287, 26.90818113, 57.61695824, 44.22753896, 43.24368151, 58.3392051, 59.87709184, 53.3810236, 47.39636305, 62.91985986, 59.05665501, 57.93387117, 56.93864141, 57.21506651, 62.08921606, 60.39263261, 58.02777571, 56.76532431, 48.0298342, 63.83652613, 54.04042441, 56.34878391, 57.98557317, 52.79708299, 60.13376532, 51.27860257, 60.86351287, 57.67809933]"
Bushdid_197,"[48.76465378, 57.99787037, 58.19243181, 58.62542716, 58.02777571, 56.93864141, 29.36251527, 57.93387117, 54.51680659, 39.22971341]"
Bushdid_198,"[48.76465378, 57.99787037, 58.19243181, 58.62542716, 58.02777571, 56.93864141, 52.22203237, 49.90606116, 51.1694032, 54.68290549]"
Bushdid_199,"[45.90627815, 42.24799048, 57.25326379, 57.7690685, 52.22203237, 67.0583771, 43.24368151, 57.67809933, 57.71120958, 59.88999604, 69.36706607, 53.67649544, 62.08921606, 50.31448701, 48.0298342, 56.25057098, 61.82568494, 44.22753896, 52.79708299, 57.93387117]"
Bushdid_200,"[45.90627815, 42.24799048, 57.25326379, 57.7690685, 52.22203237, 67.0583771, 43.24368151, 57.67809933, 57.71120958, 59.88999604, 69.36706607, 53.67649544, 62.08921606, 50.31448701, 48.0298342, 56.25057098, 61.82568494, 44.22753896, 52.79708299, 54.68290549]"
Bushdid_201,"[57.7690685, 60.86351287, 60.3600245, 59.88999604, 51.1694032, 43.1884141, 56.71067602, 54.99212052, 40.51733074, 51.27860257, 44.22753896, 57.54129348, 51.23769842, 52.79708299, 56.25057098, 56.34878391, 56.2092872, 53.65731884, 60.39263261, 54.8246523, 57.09673961, 64.24854996, 29.36251527, 63.33591285, 69.36706607, 55.95758643, 58.19243181, 52.22203237, 62.96973557, 50.84101279]"
Bushdid_202,"[57.7690685, 60.86351287, 60.3600245, 59.88999604, 51.1694032, 43.1884141, 56.71067602, 54.99212052, 40.51733074, 51.27860257, 44.22753896, 57.54129348, 51.23769842, 52.79708299, 56.25057098, 56.34878391, 56.2092872, 53.65731884, 60.39263261, 54.8246523, 57.09673961, 64.24854996, 29.36251527, 63.33591285, 69.36706607, 55.95758643, 58.19243181, 52.22203237, 62.96973557, 64.98042061]"
Bushdid_203,"[42.72357124, 54.51680659, 43.63433495, 58.62542716, 58.19243181, 55.81449629, 63.70655912, 59.22462437, 50.2006041, 54.99212052, 57.72094093, 57.31259726, 56.93864141, 56.76532431, 63.62171398, 52.426179, 56.36771811, 62.96973557, 42.11011914, 61.65634929]"
Bushdid_204,"[42.72357124, 54.51680659, 43.63433495, 58.62542716, 58.19243181, 43.1884141, 51.27860257, 55.29786583, 44.22753896, 60.99529741, 53.65731884, 57.93387117, 64.0456888, 57.54129348, 50.31448701, 64.24854996, 51.91373756, 53.24687796, 58.6835805, 42.24799048]"
Bushdid_205,"[57.98557317, 47.39636305, 40.68001783, 44.96057972, 39.22971341, 56.46923902, 63.62171398, 55.98155601, 59.05665501, 62.96973557, 50.43448304, 64.24854996, 51.91373756, 64.98042061, 57.71120958, 42.72357124, 60.34060883, 45.73953193, 63.33591285, 57.7690685, 48.60275636, 57.72094093, 58.3392051, 43.24368151, 63.83652613, 42.11011914, 53.3810236, 60.99529741, 52.79708299, 60.3600245]"
Bushdid_206,"[57.98557317, 47.39636305, 40.68001783, 44.96057972, 39.22971341, 56.46923902, 63.62171398, 55.98155601, 59.05665501, 62.96973557, 50.43448304, 64.24854996, 51.91373756, 64.98042061, 57.71120958, 42.72357124, 60.34060883, 45.73953193, 63.33591285, 57.7690685, 48.60275636, 57.72094093, 58.3392051, 43.24368151, 63.83652613, 42.11011914, 53.3810236, 60.99529741, 52.79708299, 56.76532431]"
Bushdid_207,"[41.55769132, 57.98557317, 60.99529741, 50.84101279, 59.05665501, 55.98155601, 42.72357124, 58.19243181, 47.39636305, 35.49432741, 62.91985986, 29.36251527, 52.22203237, 62.08921606, 64.76946624, 55.03201346, 53.67649544, 55.81449629, 58.3392051, 56.90300202]"
Bushdid_208,"[41.55769132, 57.98557317, 60.99529741, 50.84101279, 59.05665501, 36.80477692, 60.13376532, 57.09673961, 40.51733074, 44.96057972, 60.86351287, 54.51680659, 54.53446775, 37.17358733, 59.87709184, 56.71067602, 47.88622803, 62.96973557, 61.82568494, 56.34878391]"
Bushdid_209,"[52.79708299, 54.12642172, 56.71067602, 61.08198948, 62.96973557, 51.38849123, 50.43448304, 57.21506651, 58.6835805, 45.73953193, 57.93387117, 57.7690685, 59.05665501, 59.88999604, 55.98155601, 60.2949935, 53.67649544, 58.19243181, 44.96057972, 42.11011914]"
Bushdid_210,"[56.93864141, 55.81449629, 48.76465378, 57.54129348, 57.09673961, 64.0456888, 63.70655912, 43.63433495, 56.36771811, 53.3810236, 56.2092872, 55.29786583, 45.90627815, 28.94872287, 57.67809933, 63.62171398, 61.44496572, 57.75422932, 56.76532431, 58.3392051]"
Bushdid_211,"[67.0583771, 47.39636305, 29.36251527, 64.24854996, 58.54399378, 47.88622803, 58.60072414, 57.67809933, 54.53446775, 51.1694032, 56.71067602, 57.99787037, 49.90606116, 57.54129348, 57.93387117, 45.90627815, 40.51733074, 56.76532431, 54.8246523]"
Bushdid_212,"[67.0583771, 47.39636305, 29.36251527, 64.24854996, 58.54399378, 47.88622803, 58.60072414, 57.67809933, 54.53446775, 51.1694032, 56.71067602, 57.99787037, 49.90606116, 57.54129348, 57.93387117, 51.91373756, 64.98042061, 48.60275636, 28.94872287, 60.94017857]"
Bushdid_213,"[52.79708299, 50.43448304, 48.0298342, 62.08921606, 57.99787037, 54.99212052, 60.34060883, 56.46923902, 59.62267212, 58.3392051, 28.94872287, 56.2092872, 61.44496572, 62.97552728, 50.2006041, 50.60712449, 42.24799048, 54.12642172, 61.14577932, 53.24687796, 47.39636305, 59.87709184, 39.22971341, 61.65634929, 60.3600245, 44.22753896, 58.38337592, 26.90818113, 69.36706607]"
Bushdid_214,"[52.79708299, 50.43448304, 48.0298342, 62.08921606, 57.99787037, 54.99212052, 60.34060883, 56.46923902, 59.62267212, 53.65731884, 37.66383204, 62.95112328, 35.49432741, 56.34878391, 57.75422932, 64.24854996, 57.61695824, 54.68290549, 60.94017857, 43.24368151, 48.89435921, 63.62171398, 56.93864141, 44.96057972, 60.2949935, 60.99529741, 53.24164788, 29.36251527, 57.72094093]"
Bushdid_215,"[67.0583771, 53.24164788, 56.36771811, 56.71067602, 64.76946624, 59.88999604, 48.53668158, 61.67682969, 26.90818113, 35.49432741, 57.99787037, 55.81449629, 57.71120958, 56.76532431, 64.24854996, 44.96057972, 55.95758643, 62.08921606, 54.12642172, 50.31448701]"
Bushdid_216,"[67.0583771, 53.24164788, 56.36771811, 56.71067602, 64.76946624, 59.88999604, 48.53668158, 61.67682969, 26.90818113, 35.49432741, 42.24799048, 45.90627815, 60.3600245, 59.62267212, 52.22203237, 56.93864141, 48.89435921, 54.51680659, 57.25326379, 49.95189478]"
Bushdid_217,"[59.87709184, 28.94872287, 57.25326379, 62.95112328, 56.34878391, 51.38849123, 56.71067602, 51.91373756, 53.65731884, 53.24687796, 58.19243181, 49.95189478, 53.24164788, 57.75422932, 42.11011914, 52.426179, 60.13376532, 50.43448304, 61.14577932, 58.54399378]"
Bushdid_218,"[59.87709184, 28.94872287, 57.25326379, 62.95112328, 56.34878391, 51.38849123, 56.71067602, 51.91373756, 53.65731884, 53.24687796, 51.27860257, 51.23769842, 45.90627815, 61.82568494, 63.62171398, 56.93864141, 54.53446775, 37.66383204, 57.72094093, 57.67809933]"
Bushdid_219,"[61.67682969, 39.22971341, 69.36706607, 60.39263261, 56.90300202, 50.31448701, 54.99212052, 58.02777571, 59.62267212, 53.24687796, 36.80477692, 67.0583771, 57.67809933, 62.08921606, 56.46923902, 54.53446775, 60.13376532, 45.90627815, 60.99529741, 64.98042061, 48.60275636, 63.83652613, 57.72094093, 55.95758643, 54.04042441, 51.91373756, 64.24854996, 59.88999604, 28.94872287]"
Bushdid_220,"[61.67682969, 39.22971341, 69.36706607, 60.39263261, 56.90300202, 50.31448701, 54.99212052, 58.02777571, 59.62267212, 53.24687796, 36.80477692, 67.0583771, 57.67809933, 62.08921606, 56.46923902, 54.53446775, 60.13376532, 45.90627815, 60.99529741, 54.68290549, 54.82877317, 61.82568494, 57.31259726, 50.60712449, 56.36771811, 49.90606116, 50.43448304, 57.93387117, 58.6835805]"
Bushdid_221,"[62.96973557, 59.05665501, 50.43448304, 56.76532431, 64.98042061, 59.88999604, 60.13376532, 57.21506651, 62.97552728, 54.99212052, 49.95189478, 61.14577932, 55.03201346, 57.98557317, 61.08198948, 57.67809933, 56.2092872, 48.60275636]"
Bushdid_222,"[60.86351287, 62.91985986, 54.68290549, 40.68001783, 48.76465378, 64.24854996, 53.65731884, 51.91373756, 59.62267212, 60.2949935, 42.24799048, 56.71067602, 56.36771811, 58.54399378, 57.31259726, 56.90300202, 60.34060883, 56.46923902, 57.75422932, 48.0298342]"
Bushdid_223,"[57.72094093, 60.94017857, 63.62171398, 57.71120958, 69.36706607, 54.04042441, 62.08921606, 61.65634929, 67.0583771, 61.44496572, 57.61695824, 43.24368151, 60.86351287, 57.93387117, 54.82877317, 56.2092872, 50.31448701, 54.12642172, 59.88999604, 60.2949935, 26.90818113, 28.94872287, 53.24164788, 60.34060883, 55.03201346, 60.39263261, 40.51733074, 48.53668158, 48.0298342, 57.98557317]"
Bushdid_224,"[57.72094093, 60.94017857, 63.62171398, 57.71120958, 69.36706607, 54.04042441, 62.08921606, 61.65634929, 67.0583771, 61.44496572, 62.96973557, 58.02777571, 51.38849123, 45.73953193, 59.62267212, 54.53446775, 53.3810236, 58.6835805, 54.51680659, 57.25326379, 50.60712449, 51.1694032, 50.84101279, 52.426179, 42.72357124, 52.79708299, 57.67809933, 48.89435921, 56.93864141, 57.09673961]"
Bushdid_225,"[57.67809933, 47.39636305, 54.12642172, 51.27860257, 52.79708299, 64.24854996, 61.08198948, 50.31448701, 63.33591285, 43.1884141, 57.99787037, 55.29786583, 48.60275636, 35.49432741, 50.84101279, 39.22971341, 37.66383204, 64.0456888, 59.22462437, 58.6835805, 55.03201346, 63.70655912, 57.98557317, 54.51680659, 57.25326379, 50.43448304, 57.7690685, 59.62267212, 49.90606116]"
Bushdid_226,"[57.67809933, 47.39636305, 54.12642172, 51.27860257, 52.79708299, 64.24854996, 61.08198948, 50.31448701, 63.33591285, 43.1884141, 57.99787037, 55.29786583, 48.60275636, 35.49432741, 50.84101279, 39.22971341, 37.66383204, 64.0456888, 59.22462437, 58.6835805, 55.03201346, 63.70655912, 57.98557317, 54.51680659, 57.25326379, 50.43448304, 57.7690685, 59.62267212, 51.1694032]"
Bushdid_227,"[48.60275636, 39.22971341, 52.22203237, 55.03201346, 60.39263261, 48.76465378, 29.36251527, 51.1694032, 57.72094093, 51.91373756, 57.75422932, 63.70655912, 61.08198948, 60.94017857, 60.34060883, 43.24368151, 60.13376532, 43.63433495, 58.60072414, 64.98042061]"
Bushdid_228,"[48.60275636, 39.22971341, 52.22203237, 55.03201346, 60.39263261, 56.25057098, 41.55769132, 57.93387117, 37.66383204, 61.67682969, 56.34878391, 59.05665501, 57.21506651, 53.65731884, 57.25326379, 60.3600245, 48.0298342, 56.76532431, 49.90606116, 43.1884141]"
Bushdid_229,"[52.426179, 64.0456888, 62.08921606, 53.24687796, 59.88999604, 44.22753896, 48.53668158, 55.98155601, 56.90300202, 69.36706607, 48.0298342, 67.0583771, 48.89435921, 48.76465378, 55.03201346, 37.66383204, 50.43448304, 35.49432741, 47.39636305, 60.13376532, 58.19243181, 61.44496572, 58.60072414, 57.54129348, 57.21506651, 57.99787037, 54.8246523, 47.88622803, 57.09673961, 63.33591285]"
Bushdid_230,"[52.426179, 64.0456888, 62.08921606, 53.24687796, 59.88999604, 44.22753896, 48.53668158, 55.98155601, 56.90300202, 69.36706607, 56.71067602, 54.82877317, 60.39263261, 56.46923902, 64.76946624, 54.12642172, 49.95189478, 50.84101279, 56.34878391, 51.91373756, 36.80477692, 57.31259726, 59.62267212, 53.65731884, 62.91985986, 61.65634929, 26.90818113, 57.75422932, 57.61695824]"
Bushdid_231,"[60.39263261, 64.98042061, 48.89435921, 61.14577932, 52.426179, 47.39636305, 58.6835805, 54.68290549, 56.90300202, 63.83652613, 61.44496572, 56.34878391, 61.82568494, 53.3810236, 53.65731884, 62.91985986, 54.8246523, 51.38849123, 61.67682969, 61.08198948]"
Bushdid_232,"[60.39263261, 64.98042061, 48.89435921, 61.14577932, 52.426179, 47.39636305, 58.6835805, 54.68290549, 56.90300202, 63.83652613, 57.67809933, 48.53668158, 50.60712449, 44.96057972, 64.76946624, 53.24164788, 58.19243181, 51.23769842, 50.31448701, 50.43448304]"
Bushdid_233,"[50.2006041, 53.65731884, 55.03201346, 64.0456888, 57.99787037, 48.76465378, 58.60072414, 49.95189478, 57.7690685, 37.66383204]"
Bushdid_234,"[50.2006041, 53.65731884, 55.03201346, 26.90818113, 67.0583771, 51.1694032, 55.81449629, 52.426179, 54.51680659, 61.67682969]"
Bushdid_235,"[57.31259726, 54.68290549, 42.72357124, 56.36771811, 50.43448304, 57.99787037, 62.08921606, 61.82568494, 48.53668158, 58.6835805, 61.08198948, 57.7690685, 57.21506651, 43.24368151, 56.76532431, 56.71067602, 48.76465378, 60.3600245, 55.29786583, 54.04042441, 37.66383204, 63.83652613, 58.60072414, 39.22971341, 60.34060883, 57.09673961, 60.99529741, 53.67649544, 59.05665501]"
Bushdid_236,"[57.31259726, 54.68290549, 42.72357124, 56.36771811, 50.43448304, 57.99787037, 62.08921606, 61.82568494, 48.53668158, 58.6835805, 61.08198948, 57.7690685, 57.21506651, 43.24368151, 56.76532431, 56.71067602, 48.76465378, 60.3600245, 55.29786583, 54.04042441, 37.66383204, 63.83652613, 58.60072414, 39.22971341, 60.34060883, 57.09673961, 60.99529741, 53.67649544, 49.95189478]"
Bushdid_237,"[63.70655912, 60.3600245, 37.66383204, 58.02777571, 62.08921606, 54.82877317, 56.34878391, 59.22462437, 55.03201346, 58.60072414]"
Bushdid_238,"[59.87709184, 56.25057098, 51.1694032, 39.22971341, 57.25326379, 54.12642172, 61.08198948, 58.54399378, 59.88999604, 55.95758643]"
Bushdid_239,"[57.54129348, 69.36706607, 48.89435921, 58.38337592, 43.24368151, 54.68290549, 48.60275636, 50.84101279, 56.76532431, 54.04042441, 51.27860257, 48.76465378, 61.14577932, 52.22203237, 43.63433495, 49.95189478, 41.55769132, 63.70655912, 63.83652613, 58.02777571, 57.98557317, 47.39636305, 57.7690685, 59.87709184, 26.90818113, 64.98042061, 64.76946624, 57.75422932, 55.29786583]"
Bushdid_240,"[57.54129348, 69.36706607, 48.89435921, 58.38337592, 43.24368151, 54.68290549, 48.60275636, 50.84101279, 56.76532431, 54.04042441, 51.27860257, 48.76465378, 61.14577932, 52.22203237, 43.63433495, 49.95189478, 41.55769132, 63.70655912, 63.83652613, 53.3810236, 50.2006041, 51.1694032, 58.54399378, 56.25057098, 56.46923902, 57.71120958, 62.96973557, 53.24687796, 57.67809933]"
Bushdid_241,"[37.66383204, 58.3392051, 50.2006041, 58.02777571, 50.31448701, 58.6835805, 63.83652613, 52.79708299, 53.24164788, 36.80477692, 43.63433495, 44.22753896, 61.82568494, 47.39636305, 42.11011914, 57.93387117, 57.75422932, 54.99212052, 63.70655912, 57.25326379, 63.33591285, 45.73953193, 61.65634929, 54.53446775, 51.1694032, 50.84101279, 49.95189478, 35.49432741]"
Bushdid_242,"[48.76465378, 49.90606116, 43.24368151, 59.62267212, 56.71067602, 60.39263261, 56.36771811, 56.34878391, 62.91985986, 57.98557317, 48.53668158, 62.96973557, 61.14577932, 57.31259726, 64.24854996, 59.05665501, 28.94872287, 56.76532431, 60.94017857, 62.95112328, 60.99529741, 52.426179, 58.38337592, 53.24687796, 58.60072414, 57.67809933, 60.13376532, 58.54399378, 54.12642172, 56.2092872]"
Bushdid_243,"[57.71120958, 40.68001783, 50.43448304, 56.76532431, 56.93864141, 41.55769132, 60.99529741, 56.46923902, 43.1884141, 43.63433495, 54.12642172, 47.88622803, 64.76946624, 26.90818113, 50.84101279, 57.72094093, 53.24687796, 55.81449629, 58.02777571]"
Bushdid_244,"[57.71120958, 40.68001783, 50.43448304, 56.76532431, 56.93864141, 48.89435921, 62.97552728, 57.7690685, 42.11011914, 56.25057098, 58.19243181, 60.86351287, 36.80477692, 62.95112328, 64.0456888, 51.27860257, 55.98155601, 47.39636305, 61.65634929, 54.53446775]"
Bushdid_245,"[62.97552728, 29.36251527, 56.90300202, 50.2006041, 60.94017857, 54.51680659, 56.93864141, 50.60712449, 55.29786583, 50.31448701]"
Bushdid_246,"[62.97552728, 29.36251527, 56.90300202, 50.2006041, 60.94017857, 54.51680659, 42.72357124, 39.22971341, 51.1694032, 48.60275636]"
Bushdid_247,"[54.12642172, 42.24799048, 61.44496572, 42.11011914, 36.80477692, 58.3392051, 28.94872287, 59.88999604, 53.24164788, 56.90300202, 43.1884141, 53.67649544, 60.94017857, 64.24854996, 51.27860257, 57.72094093, 54.99212052, 60.3600245, 40.51733074, 57.99787037]"
Bushdid_248,"[51.91373756, 43.24368151, 57.67809933, 48.0298342, 47.39636305, 48.53668158, 56.93864141, 59.87709184, 57.21506651, 60.39263261, 60.34060883, 62.91985986, 37.17358733, 51.1694032, 49.95189478, 64.76946624, 51.38849123, 64.0456888, 55.98155601, 37.66383204]"
Bushdid_249,"[56.76532431, 29.36251527, 40.51733074, 51.23769842, 56.46923902, 67.0583771, 52.22203237, 57.99787037, 50.2006041, 61.14577932, 58.38337592, 55.95758643, 42.24799048, 60.39263261, 48.53668158, 36.80477692, 56.2092872, 57.21506651, 41.55769132, 59.22462437]"
Bushdid_250,"[56.76532431, 29.36251527, 40.51733074, 51.23769842, 56.46923902, 67.0583771, 52.22203237, 57.99787037, 50.2006041, 61.14577932, 58.38337592, 55.95758643, 42.24799048, 60.39263261, 48.53668158, 36.80477692, 56.2092872, 57.21506651, 41.55769132, 60.2949935]"
Bushdid_251,"[50.2006041, 64.0456888, 60.2949935, 47.39636305, 47.88622803, 43.24368151, 61.44496572, 56.34878391, 41.55769132, 58.38337592]"
Bushdid_252,"[50.2006041, 64.0456888, 60.2949935, 47.39636305, 47.88622803, 43.24368151, 56.25057098, 52.79708299, 51.1694032, 50.43448304]"
Bushdid_253,"[47.39636305, 64.0456888, 55.98155601, 57.71120958, 51.23769842, 58.02777571, 56.2092872, 63.70655912, 58.60072414, 50.43448304, 45.90627815, 57.93387117, 57.67809933, 60.3600245, 61.44496572, 54.8246523, 58.19243181, 50.2006041, 52.79708299, 51.38849123, 54.53446775, 49.90606116, 64.76946624, 57.99787037, 49.95189478, 55.95758643, 57.54129348, 57.7690685, 59.62267212, 61.67682969]"
Bushdid_254,"[59.88999604, 56.25057098, 53.67649544, 42.72357124, 62.91985986, 55.29786583, 48.76465378, 54.51680659, 59.22462437, 56.93864141, 55.81449629, 44.96057972, 60.2949935, 48.0298342, 42.24799048, 57.72094093, 56.71067602, 50.84101279, 53.3810236, 51.1694032, 40.68001783, 57.31259726, 47.88622803, 36.80477692, 52.426179, 58.62542716, 64.24854996, 29.36251527, 58.54399378, 26.90818113]"
Bushdid_255,"[61.65634929, 57.98557317, 60.3600245, 62.96973557, 57.72094093, 53.65731884, 60.34060883, 56.93864141, 43.63433495, 54.68290549]"
Bushdid_256,"[63.62171398, 57.61695824, 51.1694032, 58.02777571, 61.82568494, 60.99529741, 50.60712449, 53.24164788, 52.22203237, 36.80477692]"
Bushdid_257,"[62.91985986, 60.99529741, 55.81449629, 58.60072414, 61.67682969, 29.36251527, 57.7690685, 58.6835805, 61.44496572, 57.61695824, 52.426179, 59.22462437, 57.67809933, 64.76946624, 56.25057098, 48.76465378, 40.68001783, 59.05665501, 58.62542716, 57.99787037, 54.53446775, 69.36706607, 51.27860257, 61.65634929, 55.95758643, 48.53668158, 52.22203237, 53.67649544, 39.22971341, 53.3810236]"
Bushdid_258,"[62.91985986, 60.99529741, 55.81449629, 58.60072414, 61.67682969, 29.36251527, 57.7690685, 58.6835805, 61.44496572, 57.61695824, 60.39263261, 44.96057972, 51.91373756, 48.0298342, 56.76532431, 52.79708299, 26.90818113, 36.80477692, 57.31259726, 28.94872287, 59.88999604, 67.0583771, 50.84101279, 62.96973557, 56.90300202, 55.03201346, 47.88622803, 57.25326379, 51.38849123]"
Bushdid_259,"[61.67682969, 54.8246523, 63.83652613, 37.66383204, 57.72094093, 57.71120958, 40.51733074, 54.12642172, 56.2092872, 48.89435921]"
Bushdid_260,"[61.67682969, 54.8246523, 63.83652613, 58.60072414, 53.3810236, 51.1694032, 51.23769842, 64.98042061, 50.60712449, 60.86351287]"
Bushdid_261,"[51.1694032, 54.53446775, 59.62267212, 35.49432741, 56.34878391, 54.12642172, 60.34060883, 61.08198948, 56.46923902, 62.95112328, 57.71120958, 62.97552728, 56.36771811, 59.05665501, 48.76465378, 49.95189478, 60.2949935, 69.36706607, 57.99787037, 55.29786583, 48.0298342, 58.3392051, 48.53668158, 61.67682969, 50.2006041, 56.90300202, 54.04042441, 63.83652613, 54.99212052, 40.68001783]"
Bushdid_262,"[51.1694032, 54.53446775, 59.62267212, 35.49432741, 56.34878391, 54.12642172, 60.34060883, 61.08198948, 56.46923902, 62.95112328, 57.71120958, 62.97552728, 56.36771811, 59.05665501, 48.76465378, 49.95189478, 60.2949935, 69.36706607, 57.99787037, 55.29786583, 48.0298342, 58.3392051, 48.53668158, 61.67682969, 50.2006041, 56.90300202, 54.04042441, 63.83652613, 54.99212052, 57.75422932]"
Bushdid_263,"[58.62542716, 57.54129348, 59.87709184, 48.53668158, 62.91985986, 54.99212052, 51.1694032, 56.93864141, 37.17358733, 58.6835805, 61.44496572, 59.88999604, 40.68001783, 56.25057098, 28.94872287, 58.54399378, 54.68290549, 60.94017857, 53.67649544, 40.51733074]"
Bushdid_264,"[58.62542716, 57.54129348, 59.87709184, 48.53668158, 62.91985986, 54.99212052, 51.1694032, 56.93864141, 37.17358733, 58.6835805, 61.44496572, 59.88999604, 40.68001783, 56.25057098, 28.94872287, 58.54399378, 54.68290549, 60.94017857, 53.67649544, 49.95189478]"
Bushdid_265,"[67.0583771, 57.25326379, 56.76532431, 54.82877317, 45.90627815, 60.39263261, 58.38337592, 59.05665501, 28.94872287, 55.29786583, 41.55769132, 60.3600245, 47.88622803, 61.67682969, 54.8246523, 58.19243181, 54.53446775, 54.99212052, 55.03201346, 56.36771811, 59.62267212, 49.95189478, 62.08921606, 49.90606116, 56.25057098, 51.23769842, 48.53668158, 50.31448701, 44.96057972]"
Bushdid_266,"[67.0583771, 57.25326379, 56.76532431, 54.82877317, 45.90627815, 60.39263261, 58.38337592, 59.05665501, 28.94872287, 55.29786583, 41.55769132, 60.3600245, 47.88622803, 61.67682969, 54.8246523, 58.19243181, 54.53446775, 54.99212052, 55.03201346, 56.36771811, 59.62267212, 49.95189478, 62.08921606, 49.90606116, 56.25057098, 51.23769842, 48.53668158, 50.31448701, 37.17358733]"
Bushdid_267,"[60.13376532, 45.73953193, 54.53446775, 57.09673961, 58.60072414, 61.08198948, 50.60712449, 61.67682969, 51.91373756, 56.2092872, 51.1694032, 51.38849123, 64.24854996, 57.21506651, 56.71067602, 36.80477692, 42.24799048, 48.60275636, 56.34878391]"
Bushdid_268,"[60.13376532, 45.73953193, 54.53446775, 57.09673961, 58.60072414, 61.08198948, 50.60712449, 61.67682969, 51.91373756, 60.86351287, 59.87709184, 63.62171398, 42.72357124, 35.49432741, 57.98557317, 60.94017857, 54.8246523, 48.53668158, 57.75422932]"
Bushdid_269,"[56.93864141, 48.89435921, 53.65731884, 57.99787037, 60.34060883, 61.67682969, 58.38337592, 47.39636305, 63.33591285, 62.91985986]"
Bushdid_270,"[56.93864141, 48.89435921, 53.65731884, 57.99787037, 60.34060883, 61.67682969, 58.38337592, 47.39636305, 63.33591285, 62.97552728]"
Bushdid_271,"[43.24368151, 59.05665501, 50.84101279, 35.49432741, 63.70655912, 57.98557317, 57.71120958, 61.65634929, 48.53668158, 52.426179, 48.0298342, 50.60712449, 42.24799048, 61.08198948, 53.24687796, 58.62542716, 61.14577932, 58.02777571, 59.87709184, 55.95758643, 56.25057098, 40.51733074, 43.1884141, 56.71067602, 39.22971341, 41.55769132, 60.86351287, 63.83652613, 49.95189478, 56.2092872]"
Bushdid_272,"[52.22203237, 62.96973557, 54.04042441, 56.34878391, 40.68001783, 54.12642172, 62.91985986, 53.65731884, 64.76946624, 60.99529741, 57.7690685, 58.3392051, 54.82877317, 48.89435921, 61.67682969, 61.44496572, 60.3600245, 36.80477692, 53.24164788, 69.36706607, 60.2949935, 47.39636305, 54.68290549, 50.43448304, 59.88999604, 57.31259726, 60.94017857, 57.99787037, 37.17358733]"
Bushdid_273,"[50.31448701, 52.426179, 54.04042441, 29.36251527, 48.0298342, 55.03201346, 69.36706607, 45.90627815, 61.67682969, 59.62267212]"
Bushdid_274,"[50.31448701, 52.426179, 54.04042441, 54.12642172, 57.75422932, 51.1694032, 48.53668158, 50.60712449, 56.93864141, 43.24368151]"
Bushdid_275,"[42.72357124, 48.60275636, 62.95112328, 56.93864141, 62.96973557, 58.38337592, 57.93387117, 50.43448304, 50.60712449, 57.61695824]"
Bushdid_276,"[42.72357124, 48.60275636, 62.95112328, 56.93864141, 62.96973557, 58.38337592, 44.22753896, 60.13376532, 51.1694032, 54.8246523]"
Bushdid_277,"[63.83652613, 51.38849123, 52.79708299, 26.90818113, 60.94017857, 56.93864141, 28.94872287, 55.95758643, 37.66383204, 51.23769842, 54.68290549, 59.87709184, 60.3600245, 58.62542716, 59.62267212, 61.14577932, 63.33591285, 57.61695824, 56.71067602, 29.36251527, 61.82568494, 43.1884141, 57.7690685, 54.99212052, 60.2949935, 57.98557317, 63.70655912, 55.98155601]"
