CID,INTENSITY,prediction
6544,62.97552728,"[0.04725377634167671, 0.09206178039312363, 0.05036206915974617, 0.19938719272613525, 0.1646517813205719, 0.15170907974243164, 0.13147850334644318, 0.287876695394516, 0.11563782393932343, 0.20858418941497803, 0.1489790678024292, 0.12833848595619202, 0.04670215770602226, 0.07372058928012848, 0.32206863164901733, 0.1965670883655548, 0.22168925404548645, 0.10572434961795807, 0.2223777025938034, 0.088529571890831, 0.04530608654022217, 0.515170693397522, 0.2958903908729553, 0.2659861743450165, 0.1735532283782959, 0.11819934844970703, 0.08810250461101532, 0.21333011984825134, 0.11014677584171295, 0.1093500629067421, 0.30644166469573975, 0.14117737114429474, 0.1097419261932373, 0.11071493476629257, 0.1616743505001068, 0.12698951363563538, 0.05134214088320732, 0.06850935518741608, 0.33322858810424805, 0.10716445744037628, 0.19320456683635712, 0.1414547711610794, 0.033944129943847656, 0.09123372286558151, 0.3139084279537201, 0.30786797404289246, 0.15596500039100647, 0.16984842717647552, 0.08190270513296127, 0.06176292151212692, 0.25776517391204834, 0.32602357864379883, 0.17012648284435272, 0.744247317314148, 0.04370797425508499, 0.0572495236992836, 0.10539784282445908, 0.1426587849855423, 0.13632045686244965, 0.1842721402645111, 0.5970250964164734, 0.10935157537460327, 0.3267213702201843, 0.07812343537807465, 0.4692399501800537, 0.3630301058292389, 0.0701453685760498, 0.08121205866336823, 0.089065320789814, 0.25350767374038696, 0.09681880474090576, 0.1141822338104248, 0.2387225180864334, 0.20066359639167786, 0.16907313466072083, 0.05315845459699631, 0.08129982650279999, 0.06230274587869644, 0.23418918251991272, 0.10032500326633453, 0.1950150728225708, 0.062063492834568024, 0.6693241000175476, 0.025465795770287514, 0.06494863331317902, 0.12887975573539734, 0.4019942283630371, 0.2333342730998993, 0.3031162619590759, 0.022881653159856796, 0.14472539722919464, 0.05336763337254524, 0.13173463940620422, 0.06503506004810333, 0.2177131623029709, 0.07474714517593384, 0.09703658521175385, 0.10263518989086151, 0.3388494849205017, 0.1887548863887787, 0.15961626172065735, 0.23516111075878143, 0.0537228062748909, 0.07615671306848526, 0.2299272119998932, 0.2162434607744217, 0.0825447291135788, 0.21819806098937988, 0.1341068148612976, 0.11246992647647858, 0.2527092397212982, 0.17217469215393066, 0.042420342564582825, 0.06886415183544159, 0.322720468044281, 0.09486249834299088, 0.08747421950101852, 0.13768979907035828, 0.1487923115491867, 0.4290984570980072, 0.1334807425737381, 0.05868567153811455, 0.08569222688674927, 0.7161043882369995, 0.3566853404045105, 0.19694939255714417, 0.6020275354385376, 0.060253728181123734, 0.1876346319913864, 0.07843395322561264, 0.17753084003925323, 0.09413425624370575, 0.10662679374217987, 0.22604136168956757, 0.08234582841396332, 0.22006693482398987, 0.14303156733512878, 0.7073408365249634]"
5281168,61.44496572,"[0.19735845923423767, 0.6277942657470703, 0.14641694724559784, 0.3536153733730316, 0.04383118078112602, 0.054182302206754684, 0.1436920464038849, 0.5865949988365173, 0.08412685245275497, 0.09978456795215607, 0.06825470179319382, 0.4720478951931, 0.060311801731586456, 0.05723525956273079, 0.23038335144519806, 0.20767942070960999, 0.051083922386169434, 0.09299951791763306, 0.11160745471715927, 0.1926199495792389, 0.1000879779458046, 0.06880448013544083, 0.17378000915050507, 0.03848651424050331, 0.10688501596450806, 0.0833681970834732, 0.4344155788421631, 0.31705814599990845, 0.223531574010849, 0.226483553647995, 0.3527202904224396, 0.18060998618602753, 0.09751156717538834, 0.22043010592460632, 0.1821739375591278, 0.07017289102077484, 0.20623700320720673, 0.11975161731243134, 0.08413951098918915, 0.35279151797294617, 0.06956441700458527, 0.25146228075027466, 0.31831392645835876, 0.26410114765167236, 0.20856694877147675, 0.339067280292511, 0.3125920295715332, 0.7775731682777405, 0.20451274514198303, 0.1971113681793213, 0.20156678557395935, 0.6732521653175354, 0.23938055336475372, 0.9086161851882935, 0.04958338290452957, 0.18707947432994843, 0.13983435928821564, 0.0998908281326294, 0.048005688935518265, 0.5802218317985535, 0.9271172285079956, 0.05456102639436722, 0.17271356284618378, 0.08034686744213104, 0.5620274543762207, 0.16758394241333008, 0.1581355780363083, 0.06078795716166496, 0.2627139091491699, 0.23116454482078552, 0.07556774467229843, 0.13441716134548187, 0.43054628372192383, 0.05474325269460678, 0.18424174189567566, 0.050993211567401886, 0.1420626938343048, 0.113420769572258, 0.18772587180137634, 0.37944871187210083, 0.2395460605621338, 0.14607495069503784, 0.07164457440376282, 0.03401558846235275, 0.25930872559547424, 0.029827168211340904, 0.34689265489578247, 0.17546987533569336, 0.41981977224349976, 0.013863804750144482, 0.44373807311058044, 0.04845060780644417, 0.29181355237960815, 0.042380429804325104, 0.162933349609375, 0.1390608251094818, 0.10093925148248672, 0.2982189357280731, 0.26074475049972534, 0.05970487743616104, 0.15230783820152283, 0.19872723519802094, 0.04182806983590126, 0.07951822131872177, 0.1191631555557251, 0.7037588953971863, 0.23795101046562195, 0.05684109777212143, 0.22950048744678497, 0.0848664790391922, 0.0691673681139946, 0.2191757708787918, 0.022189654409885406, 0.06609904766082764, 0.49420100450515747, 0.06498149782419205, 0.1815560758113861, 0.08995862305164337, 0.1885669082403183, 0.555650532245636, 0.08713190257549286, 0.04219943657517433, 0.1897590458393097, 0.5948704481124878, 0.10714572668075562, 0.10476186126470566, 0.059222232550382614, 0.2872577905654907, 0.2663601040840149, 0.10767592489719391, 0.6321396827697754, 0.02814881131052971, 0.18395200371742249, 0.21276219189167023, 0.3621102273464203, 0.28647756576538086, 0.199290469288826, 0.32133549451828003]"
12178,57.09673961,"[0.6457952857017517, 0.1541602611541748, 0.09511794149875641, 0.15976040065288544, 0.04321737214922905, 0.08810792118310928, 0.10791033506393433, 0.4905453324317932, 0.1846844106912613, 0.11629599332809448, 0.1317380964756012, 0.44283008575439453, 0.038571953773498535, 0.047719806432724, 0.3306083679199219, 0.16308531165122986, 0.09030506759881973, 0.2294768989086151, 0.12524643540382385, 0.17070834338665009, 0.0629570335149765, 0.1985241174697876, 0.15974998474121094, 0.04617319256067276, 0.10433468967676163, 0.15739554166793823, 0.3279452919960022, 0.23189470171928406, 0.1873621642589569, 0.06790696084499359, 0.15214291214942932, 0.09839346259832382, 0.05796324089169502, 0.32808250188827515, 0.1462777554988861, 0.07325932383537292, 0.43190473318099976, 0.0828738585114479, 0.15317848324775696, 0.1712811291217804, 0.050604235380887985, 0.23613405227661133, 0.06314877420663834, 0.2333901822566986, 0.12628772854804993, 0.3952588737010956, 0.6100466847419739, 0.3338298201560974, 0.7225466966629028, 0.1333944946527481, 0.255265474319458, 0.31112366914749146, 0.108615443110466, 0.8810406923294067, 0.03950958698987961, 0.12701818346977234, 0.0701465979218483, 0.18721751868724823, 0.05864519625902176, 0.277961790561676, 0.8086758852005005, 0.07582350075244904, 0.14272192120552063, 0.09807460010051727, 0.5073543787002563, 0.09651919454336166, 0.11662767082452774, 0.08464372158050537, 0.19719776511192322, 0.23842854797840118, 0.06511460244655609, 0.18252724409103394, 0.2586822807788849, 0.1153595894575119, 0.08422096073627472, 0.07867632806301117, 0.22491499781608582, 0.06144803762435913, 0.25169989466667175, 0.1840098798274994, 0.2167031466960907, 0.11313854157924652, 0.19759619235992432, 0.03715839982032776, 0.2773577868938446, 0.0459565669298172, 0.4905189573764801, 0.1276838630437851, 0.35767677426338196, 0.057125430554151535, 0.6277086138725281, 0.047401003539562225, 0.13190075755119324, 0.03381012752652168, 0.07433299720287323, 0.04521256685256958, 0.10004434734582901, 0.2500840127468109, 0.17645831406116486, 0.08005090057849884, 0.24388885498046875, 0.11259939521551132, 0.043046485632658005, 0.09240902960300446, 0.06018686294555664, 0.527103066444397, 0.15128138661384583, 0.10061143338680267, 0.34496742486953735, 0.04938667267560959, 0.1422635316848755, 0.3035530149936676, 0.03513288125395775, 0.05801854282617569, 0.24455270171165466, 0.06107797473669052, 0.14136746525764465, 0.4711792469024658, 0.21480520069599152, 0.25150948762893677, 0.11196775734424591, 0.04534417390823364, 0.23379604518413544, 0.5724814534187317, 0.09638132899999619, 0.10097412765026093, 0.07329337298870087, 0.15108510851860046, 0.17436739802360535, 0.09406596422195435, 0.3252027928829193, 0.041937023401260376, 0.07236389815807343, 0.13102200627326965, 0.17743797600269318, 0.1780243217945099, 0.5612059831619263, 0.24683909118175507]"
7059,56.2092872,"[0.02964032255113125, 0.06626303493976593, 0.03783339262008667, 0.2540616989135742, 0.16394980251789093, 0.6663267016410828, 0.3318658471107483, 0.02510697767138481, 0.03960500285029411, 0.3234851360321045, 0.2084641456604004, 0.032393574714660645, 0.060987234115600586, 0.03746078163385391, 0.09792950749397278, 0.23707053065299988, 0.04993429034948349, 0.030676256865262985, 0.2791101038455963, 0.05254197120666504, 0.038196731358766556, 0.20798122882843018, 0.06322021037340164, 0.07650037109851837, 0.09792637825012207, 0.03786108270287514, 0.10194768011569977, 0.23410049080848694, 0.09170764684677124, 0.09469813108444214, 0.08595666289329529, 0.12119798362255096, 0.07587075233459473, 0.09579771757125854, 0.1312815248966217, 0.1487162858247757, 0.030338168144226074, 0.05579432100057602, 0.10597480833530426, 0.14639069139957428, 0.28752386569976807, 0.1276858001947403, 0.036649130284786224, 0.04670019820332527, 0.24146917462348938, 0.4342733323574066, 0.07909141480922699, 0.16015373170375824, 0.0654585137963295, 0.2027646005153656, 0.7643427848815918, 0.14146481454372406, 0.03941791132092476, 0.1582932025194168, 0.03518816828727722, 0.0549166314303875, 0.18054138123989105, 0.1411784589290619, 0.10246477276086807, 0.09495025873184204, 0.309431791305542, 0.30858632922172546, 0.32420334219932556, 0.13210220634937286, 0.38351377844810486, 0.2814788222312927, 0.16493171453475952, 0.11367745697498322, 0.036585088819265366, 0.03895801678299904, 0.08893972635269165, 0.06577873975038528, 0.16004550457000732, 0.47654834389686584, 0.06389705091714859, 0.16393022239208221, 0.038990218192338943, 0.07955372333526611, 0.25067591667175293, 0.10179458558559418, 0.17729616165161133, 0.06143829971551895, 0.2110823094844818, 0.1022026389837265, 0.09640456736087799, 0.18858835101127625, 0.3898601830005646, 0.1114039272069931, 0.31926900148391724, 0.050866544246673584, 0.29886594414711, 0.038529086858034134, 0.23215286433696747, 0.2715921401977539, 0.1476910263299942, 0.09174636751413345, 0.02672099694609642, 0.02882196381688118, 0.35900571942329407, 0.061228759586811066, 0.033688634634017944, 0.05558216571807861, 0.11221174150705338, 0.08606043457984924, 0.35384923219680786, 0.24589255452156067, 0.06550025939941406, 0.11309175193309784, 0.06814911216497421, 0.15362146496772766, 0.2091439962387085, 0.07550851255655289, 0.0867786630988121, 0.06750251352787018, 0.15821218490600586, 0.2414049357175827, 0.09319432079792023, 0.10952603816986084, 0.11825627088546753, 0.1463230550289154, 0.07151895761489868, 0.0437462218105793, 0.06940460205078125, 0.7446408271789551, 0.17177657783031464, 0.09554365277290344, 0.5769136548042297, 0.0342584028840065, 0.07599321752786636, 0.14413174986839294, 0.08597423881292343, 0.14076681435108185, 0.09947679191827774, 0.13190719485282898, 0.12738868594169617, 0.12628288567066193, 0.09685434401035309, 0.49024754762649536]"
12180,57.61695824,"[0.27021029591560364, 0.06889837980270386, 0.1160425916314125, 0.09713687002658844, 0.03619805723428726, 0.11038266122341156, 0.13321325182914734, 0.6233364939689636, 0.41366249322891235, 0.11397606134414673, 0.08276130259037018, 0.6228643655776978, 0.03972315788269043, 0.049976810812950134, 0.34007543325424194, 0.1105845719575882, 0.06934479624032974, 0.3407551646232605, 0.1301605999469757, 0.3441898822784424, 0.06830371916294098, 0.07569386065006256, 0.16490228474140167, 0.031806305050849915, 0.09028449654579163, 0.1371403932571411, 0.17409886419773102, 0.2750437557697296, 0.1365840882062912, 0.04254348203539848, 0.15387886762619019, 0.0629252940416336, 0.04069070145487785, 0.21419446170330048, 0.07955116778612137, 0.08471867442131042, 0.39968347549438477, 0.12035965919494629, 0.12071031332015991, 0.08167225122451782, 0.049490850418806076, 0.1876722127199173, 0.024008164182305336, 0.1861041933298111, 0.11420664936304092, 0.1714411973953247, 0.8373217582702637, 0.13583378493785858, 0.4105144143104553, 0.046329762786626816, 0.16656942665576935, 0.38406771421432495, 0.182703897356987, 0.9732624888420105, 0.04717894271016121, 0.1281091868877411, 0.030693581327795982, 0.3801204264163971, 0.022497594356536865, 0.08133724331855774, 0.4354178309440613, 0.052117832005023956, 0.07830897718667984, 0.06117210537195206, 0.09297060966491699, 0.13475485146045685, 0.09283224493265152, 0.08288941532373428, 0.4270128309726715, 0.13360030949115753, 0.03628445416688919, 0.0604633204638958, 0.09889303147792816, 0.045028191059827805, 0.03298915922641754, 0.06033603101968765, 0.11309868097305298, 0.07348883897066116, 0.08825065940618515, 0.2520392835140228, 0.14838185906410217, 0.1155499592423439, 0.10713247954845428, 0.016731370240449905, 0.07167762517929077, 0.06649933755397797, 0.2513517141342163, 0.0761067196726799, 0.255116730928421, 0.020574670284986496, 0.14787840843200684, 0.061984457075595856, 0.14425243437290192, 0.03855016827583313, 0.04821885749697685, 0.022866221144795418, 0.1781693547964096, 0.45519351959228516, 0.10390061140060425, 0.04849995672702789, 0.6803497672080994, 0.27834242582321167, 0.03264297544956207, 0.06872744858264923, 0.1159636527299881, 0.42895039916038513, 0.12885263562202454, 0.20225858688354492, 0.4220072627067566, 0.044149868190288544, 0.16163457930088043, 0.6654282808303833, 0.02228476107120514, 0.04625347629189491, 0.41206032037734985, 0.0377197265625, 0.09089111536741257, 0.36888447403907776, 0.16290384531021118, 0.06890861690044403, 0.3185523450374603, 0.05247258022427559, 0.20430156588554382, 0.8533028364181519, 0.07638818025588989, 0.027612781152129173, 0.07133106887340546, 0.09446173906326294, 0.4213527739048004, 0.09090378135442734, 0.14291676878929138, 0.022383924573659897, 0.021082036197185516, 0.13004402816295624, 0.19307883083820343, 0.17070120573043823, 0.5052488446235657, 0.07374854385852814]"
2969,47.39636305,"[0.07621528208255768, 0.25984203815460205, 0.03557468205690384, 0.04040033370256424, 0.10076846927404404, 0.27861231565475464, 0.02629336155951023, 0.0425419881939888, 0.08531039208173752, 0.06765636801719666, 0.09651998430490494, 0.045342136174440384, 0.12904158234596252, 0.0422004833817482, 0.05233994871377945, 0.06265110522508621, 0.03169161453843117, 0.07734930515289307, 0.11043240875005722, 0.30041107535362244, 0.13696295022964478, 0.03103714808821678, 0.13501358032226562, 0.05100450664758682, 0.07890184223651886, 0.022451486438512802, 0.6354831457138062, 0.018870238214731216, 0.06507714837789536, 0.05635824054479599, 0.40212613344192505, 0.20455309748649597, 0.052821725606918335, 0.07261290401220322, 0.41392526030540466, 0.046581678092479706, 0.1125122681260109, 0.12561389803886414, 0.046574387699365616, 0.0656791478395462, 0.08199222385883331, 0.49009379744529724, 0.10080090910196304, 0.5878974199295044, 0.16352353990077972, 0.15047630667686462, 0.07709666341543198, 0.8856757879257202, 0.1768135130405426, 0.1984393149614334, 0.19398291409015656, 0.27531352639198303, 0.2324577271938324, 0.24398088455200195, 0.03822529315948486, 0.07108405977487564, 0.04952528700232506, 0.07636906206607819, 0.07294238358736038, 0.14830808341503143, 0.25708866119384766, 0.035187095403671265, 0.09710102528333664, 0.08095034956932068, 0.1193857416510582, 0.14659972488880157, 0.0312094297260046, 0.07923886924982071, 0.07890142500400543, 0.08216952532529831, 0.2710428833961487, 0.05546637251973152, 0.06573246419429779, 0.09678100049495697, 0.09471345692873001, 0.05792626738548279, 0.05379410833120346, 0.2943252623081207, 0.05165199190378189, 0.13164067268371582, 0.1248144879937172, 0.47171831130981445, 0.05342832952737808, 0.06768088042736053, 0.1683908998966217, 0.14698050916194916, 0.25180584192276, 0.07230818271636963, 0.2469390332698822, 0.15334317088127136, 0.4964505136013031, 0.035378433763980865, 0.21440473198890686, 0.09162820875644684, 0.2055828869342804, 0.07889726758003235, 0.25888925790786743, 0.09573869407176971, 0.08108741790056229, 0.0472358763217926, 0.1691998839378357, 0.07325073331594467, 0.06944559514522552, 0.051489293575286865, 0.10033591091632843, 0.14064207673072815, 0.05216984823346138, 0.027386829257011414, 0.1052970439195633, 0.13737106323242188, 0.09458209574222565, 0.06124753877520561, 0.06324727833271027, 0.24214377999305725, 0.13663141429424286, 0.08770956099033356, 0.372220516204834, 0.07704386860132217, 0.43645915389060974, 0.12085096538066864, 0.03823466971516609, 0.0620819553732872, 0.3891669511795044, 0.269422709941864, 0.08387324213981628, 0.04767802730202675, 0.10992394387722015, 0.0716010108590126, 0.11435507237911224, 0.07156189531087875, 0.220570370554924, 0.06196793168783188, 0.10131188482046127, 0.09166660159826279, 0.788594126701355, 0.07491345703601837, 0.12671415507793427, 0.22249463200569153]"
8091,56.71067602,"[0.10009624063968658, 0.27410170435905457, 0.05392050743103027, 0.1019551008939743, 0.06898913532495499, 0.144268199801445, 0.09539352357387543, 0.46623530983924866, 0.43477383255958557, 0.08957400172948837, 0.10316147655248642, 0.4865151345729828, 0.04828575998544693, 0.09532847255468369, 0.3104207217693329, 0.08457811176776886, 0.07583174854516983, 0.23914137482643127, 0.07716113328933716, 0.20339801907539368, 0.06653843075037003, 0.05237577110528946, 0.16375190019607544, 0.04575776308774948, 0.12472133338451385, 0.10757119953632355, 0.27991044521331787, 0.16291669011116028, 0.09436231106519699, 0.07699577510356903, 0.34327614307403564, 0.2448561191558838, 0.07182381302118301, 0.11253990232944489, 0.35626929998397827, 0.04932789131999016, 0.4219176173210144, 0.09296481311321259, 0.08704988658428192, 0.18249554932117462, 0.08376137912273407, 0.3452514708042145, 0.15962627530097961, 0.26241564750671387, 0.18938913941383362, 0.38615214824676514, 0.31043776869773865, 0.629379391670227, 0.316748708486557, 0.08003125339746475, 0.5920058488845825, 0.42597731947898865, 0.27167844772338867, 0.9419414401054382, 0.03583494573831558, 0.06493227183818817, 0.1295725554227829, 0.26447832584381104, 0.07084053754806519, 0.290272057056427, 0.8130174875259399, 0.05694476515054703, 0.1512613594532013, 0.08768057078123093, 0.43947386741638184, 0.25915607810020447, 0.10580547153949738, 0.17442426085472107, 0.3394942581653595, 0.14770305156707764, 0.1261400431394577, 0.15433119237422943, 0.2997320592403412, 0.06680700927972794, 0.12004635483026505, 0.07566943019628525, 0.046813078224658966, 0.06970199942588806, 0.08404780924320221, 0.3356032967567444, 0.2072618305683136, 0.16777963936328888, 0.08493609726428986, 0.045505352318286896, 0.23758062720298767, 0.10894721746444702, 0.36127597093582153, 0.19568438827991486, 0.3404201567173004, 0.017797982320189476, 0.48608285188674927, 0.03884640336036682, 0.36059442162513733, 0.08424762636423111, 0.2198648899793625, 0.06445293128490448, 0.3355479836463928, 0.4919111728668213, 0.09832988679409027, 0.05852583050727844, 0.4878208041191101, 0.22843870520591736, 0.040549471974372864, 0.049033209681510925, 0.16578087210655212, 0.13937054574489594, 0.094387486577034, 0.17240074276924133, 0.3493165373802185, 0.03701736778020859, 0.3757358491420746, 0.2959281802177429, 0.03407873585820198, 0.05872311443090439, 0.18004462122917175, 0.04924163967370987, 0.31212228536605835, 0.12238308042287827, 0.22556336224079132, 0.1694972813129425, 0.20118165016174316, 0.0352151021361351, 0.18407849967479706, 0.7817171812057495, 0.1910872459411621, 0.06574715673923492, 0.11000467836856842, 0.09814684092998505, 0.4786891043186188, 0.08375910669565201, 0.42527562379837036, 0.03881474956870079, 0.1511889398097992, 0.14116975665092468, 0.7195664048194885, 0.1973511278629303, 0.6143196225166321, 0.3641340136528015]"
7583,49.95189478,"[0.0227766502648592, 0.04606158286333084, 0.03365820646286011, 0.10951560735702515, 0.0497017465531826, 0.2931499481201172, 0.2062922716140747, 0.024770313873887062, 0.023822825402021408, 0.2473030984401703, 0.2625398337841034, 0.015591194853186607, 0.01888115331530571, 0.019165638834238052, 0.061865855008363724, 0.11096981912851334, 0.027528798207640648, 0.020144131034612656, 0.12611326575279236, 0.012994842603802681, 0.029846563935279846, 0.16326804459095, 0.01992393657565117, 0.029042715206742287, 0.06180693954229355, 0.02806510403752327, 0.028058907017111778, 0.06710173189640045, 0.034317634999752045, 0.048729389905929565, 0.06108010932803154, 0.12613637745380402, 0.029604440554976463, 0.040766336023807526, 0.017873650416731834, 0.02443673275411129, 0.024422738701105118, 0.0490841381251812, 0.10914050042629242, 0.18477067351341248, 0.033928241580724716, 0.027335291728377342, 0.03550654277205467, 0.017343997955322266, 0.16377310454845428, 0.27889484167099, 0.07165102660655975, 0.050071440637111664, 0.042015038430690765, 0.0812046080827713, 0.8303518295288086, 0.22735214233398438, 0.031780973076820374, 0.3486476540565491, 0.03520147129893303, 0.0364178828895092, 0.6720730066299438, 0.11931192874908447, 0.09777924418449402, 0.04054993391036987, 0.8035358190536499, 0.08331938087940216, 0.07662917673587799, 0.01568576693534851, 0.17014029622077942, 0.23924121260643005, 0.3492259085178375, 0.2913301885128021, 0.02596115693449974, 0.005355794448405504, 0.015348756685853004, 0.04064302518963814, 0.4484291672706604, 0.18908905982971191, 0.038504600524902344, 0.1893903762102127, 0.01703834719955921, 0.026358947157859802, 0.22142544388771057, 0.07976734638214111, 0.6788971424102783, 0.015493648126721382, 0.10762006044387817, 0.16919751465320587, 0.178836852312088, 0.03273988515138626, 0.1438564956188202, 0.09525786340236664, 0.09289668500423431, 0.07352030277252197, 0.1406162977218628, 0.022327855229377747, 0.2089473456144333, 0.1268591284751892, 0.08579237759113312, 0.07649753987789154, 0.014072863385081291, 0.015945807099342346, 0.4494045376777649, 0.044392842799425125, 0.013281445018947124, 0.0496443435549736, 0.011735229752957821, 0.04037398099899292, 0.14419928193092346, 0.19812604784965515, 0.06693903356790543, 0.10648058354854584, 0.047922998666763306, 0.016859794035553932, 0.7545576095581055, 0.030458932742476463, 0.035723596811294556, 0.02282140776515007, 0.11670496314764023, 0.10790529102087021, 0.03900432214140892, 0.03050295077264309, 0.03394593298435211, 0.15613551437854767, 0.05910361930727959, 0.026522140949964523, 0.03660418093204498, 0.17649343609809875, 0.07741887122392654, 0.050693731755018234, 0.08192223310470581, 0.030879829078912735, 0.09298550337553024, 0.030540982261300087, 0.11454953253269196, 0.12245190143585205, 0.030137890949845314, 0.07171765714883804, 0.14616933465003967, 0.14632247388362885, 0.06875941902399063, 0.1570102423429489]"
6561,42.24799048,"[0.40872740745544434, 0.5663520693778992, 0.18355774879455566, 0.2941366732120514, 0.051509082317352295, 0.08389732241630554, 0.1875065565109253, 0.3138481676578522, 0.09639042615890503, 0.1454761028289795, 0.07544247806072235, 0.31403452157974243, 0.08423454314470291, 0.08202553540468216, 0.2553035318851471, 0.21127887070178986, 0.09053315222263336, 0.21757343411445618, 0.1671512871980667, 0.1527218371629715, 0.08551343530416489, 0.1373833417892456, 0.11907205730676651, 0.04393276572227478, 0.08458350598812103, 0.10935874283313751, 0.40864449739456177, 0.3127606511116028, 0.4554271101951599, 0.08375310897827148, 0.2077987641096115, 0.15459248423576355, 0.05249587446451187, 0.5176068544387817, 0.06513992697000504, 0.14811226725578308, 0.2751113474369049, 0.11132961511611938, 0.11119302362203598, 0.2903370261192322, 0.05558757856488228, 0.1407882571220398, 0.12000135332345963, 0.173086017370224, 0.15969546139240265, 0.27810078859329224, 0.6478891372680664, 0.3371487259864807, 0.4288000464439392, 0.12639197707176208, 0.5378926992416382, 0.6458836793899536, 0.11567481607198715, 0.8437101244926453, 0.05621864274144173, 0.2538118064403534, 0.1188153475522995, 0.20027783513069153, 0.06905020773410797, 0.31188637018203735, 0.8134652376174927, 0.11372353136539459, 0.1461220681667328, 0.10365571826696396, 0.2669033110141754, 0.17545446753501892, 0.2526673674583435, 0.09729701280593872, 0.22110512852668762, 0.17482028901576996, 0.041665032505989075, 0.1398201882839203, 0.2971898317337036, 0.08851095288991928, 0.09799708425998688, 0.1650533378124237, 0.3065497875213623, 0.12509702146053314, 0.17875590920448303, 0.27993711829185486, 0.15255309641361237, 0.11021766811609268, 0.11544541269540787, 0.11728767305612564, 0.1119278073310852, 0.04676365107297897, 0.3544934391975403, 0.17198298871517181, 0.4119223654270172, 0.05945799872279167, 0.20753559470176697, 0.059174794703722, 0.19330604374408722, 0.08285477012395859, 0.1110014095902443, 0.15917818248271942, 0.09282834827899933, 0.15272966027259827, 0.24943797290325165, 0.0664953738451004, 0.10815875232219696, 0.18881797790527344, 0.06250430643558502, 0.12354384362697601, 0.15653029084205627, 0.6254608035087585, 0.15673649311065674, 0.08780895173549652, 0.25038301944732666, 0.09717265516519547, 0.16193147003650665, 0.29788321256637573, 0.029821088537573814, 0.05375666543841362, 0.41060003638267517, 0.06930480897426605, 0.13487017154693604, 0.20410604774951935, 0.16167238354682922, 0.18214374780654907, 0.10112704336643219, 0.04961693286895752, 0.24491369724273682, 0.26202529668807983, 0.09341190755367279, 0.08006491512060165, 0.062415946274995804, 0.2123289555311203, 0.18898195028305054, 0.08791176229715347, 0.2943318784236908, 0.05762695521116257, 0.08545159548521042, 0.15039071440696716, 0.11830426752567291, 0.23527106642723083, 0.34225374460220337, 0.2105737179517746]"
6054,60.2949935,"[0.055265843868255615, 0.12496636807918549, 0.013191575184464455, 0.19140532612800598, 0.11979873478412628, 0.19396379590034485, 0.15029987692832947, 0.04618259519338608, 0.05853996425867081, 0.18439455330371857, 0.5564974546432495, 0.03362944349646568, 0.02409384399652481, 0.054412394762039185, 0.05269893258810043, 0.14735129475593567, 0.03159954398870468, 0.025898447260260582, 0.05081303045153618, 0.03072703443467617, 0.023503294214606285, 0.12501826882362366, 0.04622289910912514, 0.026690874248743057, 0.05229555815458298, 0.03655832260847092, 0.03864938020706177, 0.10850729793310165, 0.1566152274608612, 0.2761220335960388, 0.18573230504989624, 0.23852472007274628, 0.052887409925460815, 0.14219143986701965, 0.03718382492661476, 0.01704411953687668, 0.04200996086001396, 0.04438606649637222, 0.09800099581480026, 0.18669217824935913, 0.055637381970882416, 0.07739771902561188, 0.048922594636678696, 0.030100781470537186, 0.2580568492412567, 0.25472161173820496, 0.08244927227497101, 0.09716099500656128, 0.10538975894451141, 0.06612858921289444, 0.9424993395805359, 0.38766536116600037, 0.040961697697639465, 0.19343993067741394, 0.01829681545495987, 0.027447571977972984, 0.3904842436313629, 0.11283786594867706, 0.10757322609424591, 0.0529203787446022, 0.48109832406044006, 0.15796487033367157, 0.15900488197803497, 0.018059616908431053, 0.26654526591300964, 0.6499375104904175, 0.5763354897499084, 0.24330154061317444, 0.04058610647916794, 0.007534578442573547, 0.029478009790182114, 0.1112143024802208, 0.2813219428062439, 0.12319839000701904, 0.12598814070224762, 0.3113241195678711, 0.02937035635113716, 0.018276706337928772, 0.1095815896987915, 0.15886704623699188, 0.2536335587501526, 0.036778293550014496, 0.09888098388910294, 0.3004322052001953, 0.1453315019607544, 0.06741978228092194, 0.17101654410362244, 0.13494545221328735, 0.06719867885112762, 0.044697921723127365, 0.15108947455883026, 0.017101388424634933, 0.18334420025348663, 0.12155096232891083, 0.10018721967935562, 0.11378296464681625, 0.04108739644289017, 0.03806294500827789, 0.17602238059043884, 0.06022646278142929, 0.0424620546400547, 0.07129612565040588, 0.02194705232977867, 0.02223561331629753, 0.31044965982437134, 0.09057000279426575, 0.047474492341279984, 0.09081470966339111, 0.04570135474205017, 0.011335140094161034, 0.8973858952522278, 0.0700039267539978, 0.06803544610738754, 0.02355060912668705, 0.10376844555139542, 0.07580487430095673, 0.09434761106967926, 0.04122696444392204, 0.09405731409788132, 0.2768164277076721, 0.0717315822839737, 0.015080424025654793, 0.04836167395114899, 0.7032405138015747, 0.14399820566177368, 0.04110662639141083, 0.07973780483007431, 0.02396961860358715, 0.10791144520044327, 0.06889017671346664, 0.08369693905115128, 0.06054113432765007, 0.060906458646059036, 0.11515481770038605, 0.35611891746520996, 0.1343986690044403, 0.12448334693908691, 0.19480344653129578]"
